Season,Week,Event ID,Commence Time,Bookmaker,Last Update,Away,Home,Market,Team / Side,Line,American Odds,Raw Implied,Pair Key,No-Vig Implied,Source URL
2026,3,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,DraftKings,2026-09-24T19:58:30Z,Atlanta Falcons,Green Bay Packers,h2h,Atlanta Falcons,,200,0.33333333,draftkings|e5fbd3b3953b896b1bf897ddadb3cc4b|h2h|event,0.31944444,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,3,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,DraftKings,2026-09-24T19:58:30Z,Atlanta Falcons,Green Bay Packers,h2h,Green Bay Packers,,-245,0.71014493,draftkings|e5fbd3b3953b896b1bf897ddadb3cc4b|h2h|event,0.68055556,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,3,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,DraftKings,2026-09-24T19:58:30Z,Atlanta Falcons,Green Bay Packers,spreads,Atlanta Falcons,4.5,-105,0.51219512,draftkings|e5fbd3b3953b896b1bf897ddadb3cc4b|spreads|event,0.48916576,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,3,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,DraftKings,2026-09-24T19:58:30Z,Atlanta Falcons,Green Bay Packers,spreads,Green Bay Packers,-4.5,-115,0.53488372,draftkings|e5fbd3b3953b896b1bf897ddadb3cc4b|spreads|event,0.51083424,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,3,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,DraftKings,2026-09-24T19:58:30Z,Atlanta Falcons,Green Bay Packers,totals,Over,42.5,-118,0.5412844,draftkings|e5fbd3b3953b896b1bf897ddadb3cc4b|totals|42.5,0.51736412,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,3,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,DraftKings,2026-09-24T19:58:30Z,Atlanta Falcons,Green Bay Packers,totals,Under,42.5,-102,0.5049505,draftkings|e5fbd3b3953b896b1bf897ddadb3cc4b|totals|42.5,0.48263588,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,3,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,BetUS,2026-09-24T19:59:06Z,Atlanta Falcons,Green Bay Packers,h2h,Atlanta Falcons,,205,0.32786885,betus|e5fbd3b3953b896b1bf897ddadb3cc4b|h2h|event,0.31586175,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,3,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,BetUS,2026-09-24T19:59:06Z,Atlanta Falcons,Green Bay Packers,h2h,Green Bay Packers,,-245,0.71014493,betus|e5fbd3b3953b896b1bf897ddadb3cc4b|h2h|event,0.68413825,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,3,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,BetUS,2026-09-24T19:59:06Z,Atlanta Falcons,Green Bay Packers,spreads,Atlanta Falcons,4.5,-110,0.52380952,betus|e5fbd3b3953b896b1bf897ddadb3cc4b|spreads|event,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
2026,3,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,BetUS,2026-09-24T19:59:06Z,Atlanta Falcons,Green Bay Packers,spreads,Green Bay Packers,-4.5,-110,0.52380952,betus|e5fbd3b3953b896b1bf897ddadb3cc4b|spreads|event,0.5,https://api.the-odds-api.com/v4/sports/americanfootball_nfl
